-8.066793895087871280e-04,4.852507224424628990e-04,3.031947819518180376e-01,9.924935825097469522e-01,-1.054898770735657881e-01,-4.108408800511422626e-02,4.626523775752222623e-02,-1.288989454504504105e-02,-8.131286240782663599e-01,1.715937343135709670e+00,1.016004344312275293e-01,-7.502969531616444643e-01,1.640207045018243326e+00,-5.991565345294131567e-02,-8.771479131288690834e-01,1.614260749067986334e+00,-7.307694425924086967e-02,-1.011694060303158116e+00,1.655888702914602995e+00,-8.078786324081236314e-01,4.864592093661515015e-01,-1.859509120088379264e-01,3.146785618718463962e-01,3.877987780072433277e-01,-5.940054698652638132e-01,-1.147098122086943173e+00,1.036879105937094092e+00,-2.238175673708283631e-01,1.841761182963288723e+00,-1.043456230026070575e+00,-1.918175211148534842e+00,-1.402876149340186229e+00,2.855914471531055376e+00,-2.032434397311775054e-01,-2.508667260601204152e+00,1.401870240920236599e+00,1.100171421162358998e+00,4.772656294741588923e+00
-1.618454722921163977e-03,9.725542406989590681e-04,3.030193005670656081e-01,9.925363527996967639e-01,-1.053169231520892091e-01,-4.080897242777365569e-02,4.598436514993299584e-02,-1.414274925452676211e-02,-8.115524453196771848e-01,1.714742086106789687e+00,1.034233540606925572e-01,-7.507887239247026390e-01,1.637321207124928568e+00,-6.123788792856037916e-02,-8.736828294455145638e-01,1.613057199240889306e+00,-7.582026977119094013e-02,-1.009567762384332434e+00,1.656891657611958335e+00,-8.156720344166301651e-01,4.881478271468408514e-01,-1.650118574960067475e-01,3.852358482491976543e-01,6.249218965034722961e-01,-6.166317376190653121e-01,-1.358611296876497843e+00,2.115478411241215717e+00,-2.166696490468960068e+00,1.804078075966766725e+00,5.991470390974432819e-02,-3.853500575480919288e+00,-1.241592801897943188e+00,4.074252895178083200e+00,-2.203856214463028262e+00,-2.977983763298948539e+00,2.850725596731140232e+00,9.057379735485291405e-01,4.772656294741588923e+00
-2.438547462481538853e-03,1.461466582107719039e-03,3.028633575589008697e-01,9.925882944905687344e-01,-1.050996885864332320e-01,-4.041792014454479581e-02,4.570475719799881043e-02,-1.561040452156457238e-02,-8.089198177796768086e-01,1.711605949774327007e+00,1.051986719466204562e-01,-7.501969843442133357e-01,1.632538396124169955e+00,-6.240859556788947576e-02,-8.690297131256882190e-01,1.609887670554256189e+00,-7.882312076130398859e-02,-1.006439516417979574e+00,1.657553563339196012e+00,-8.245134447041199133e-01,4.896768556706788678e-01,-1.468741588334530890e-01,4.728112510568621696e-01,8.582591264941272780e-01,-6.322837863386253643e-01,-1.576699237199121528e+00,3.149776668759630027e+00,-4.105576174456206040e+00,1.746557695889043638e+00,1.123564457068835454e+00,-5.712121426036169680e+00,-1.099822476760245804e+00,5.231979744474500649e+00,-4.135201158803360144e+00,-3.027718216927137274e+00,3.405766335974580450e+00,4.180734809269883723e-01,4.772656294741588923e+00
-3.267295219899440158e-03,1.951879401578626803e-03,3.027253549490655504e-01,9.926494834709789217e-01,-1.048342051775840444e-01,-3.991359455185008315e-02,4.542793589338808835e-02,-1.728698080625817174e-02,-8.052738593343415907e-01,1.706539302665074365e+00,1.069118676391982159e-01,-7.485631133679809812e-01,1.625934347272192326e+00,-6.343687522355687114e-02,-8.632467956899201322e-01,1.604824924224136140e+00,-8.187391199884461179e-02,-1.002762112598450495e+00,1.657730329703642314e+00,-8.329820701316824616e-01,4.911487832711365353e-01,-1.291310608372102653e-01,5.595293363100403150e-01,1.086144337128297277e+00,-6.470778586003256283e-01,-1.776453332188078438e+00,4.142140221910724840e+00,-6.027718044049108492e+00,1.679833689266478025e+00,2.144177495395932276e+00,-7.495976277919139896e+00,-9.567368345745456137e-01,6.333855127061726265e+00,-5.990291501436919575e+00,-3.073864258154113571e+00,3.949041303083618004e+00,-6.454075203451399567e-02,4.772656294741588923e+00
-4.104337368357876756e-03,2.443719299121875285e-03,3.026048824220885503e-01,9.927195711245321297e-01,-1.045207778455245623e-01,-3.929852843765578585e-02,4.515402271699091308e-02,-1.915359601652140420e-02,-8.006579823533992446e-01,1.699588974645155126e+00,1.085536685996582457e-01,-7.459296845501953710e-01,1.617583406810027213e+00,-6.432200734672179065e-02,-8.563892072587658832e-01,1.597944753283924380e+00,-8.496988437725679078e-02,-9.985479324989886551e-01,1.657428231524337603e+00,-8.411022267851916423e-01,4.925310118153601868e-01,-1.118139931167671380e-01,6.463217282768137784e-01,1.309317474465311992e+00,-6.611369277691327984e-01,-1.956777088338383264e+00,5.089613739973962936e+00,-7.872937995789519583e+00,1.603768231653574627e+00,3.122680140175254859e+00,-9.205904646411061876e+00,-8.135274117553061846e-01,7.381321735246825888e+00,-7.770050378986540274e+00,-3.118080498670234846e+00,4.479318895840106229e+00,-5.396556065750180986e-01,4.772656294741588923e+00
-4.949330326447452452e-03,2.936892018351159109e-03,3.025015063575257623e-01,9.927982051792867413e-01,-1.041594655776154482e-01,-3.857506024837485670e-02,4.488311765248598206e-02,-2.119104264894444700e-02,-7.951166280315143942e-01,1.690831464695818687e+00,1.101148893852901267e-01,-7.423385060436810123e-01,1.607559056284932897e+00,-6.506423592165780367e-02,-8.485108613366635355e-01,1.589322033161883807e+00,-8.810919256211634243e-02,-9.938099644908114927e-01,1.656654640664344313e+00,-8.488836893939598616e-01,4.938144266432070162e-01,-9.493813600879873194e-02,7.331957345207154031e-01,1.527845782433607580e+00,-6.744705187159971693e-01,-2.118116176507703674e+00,5.993094903795731732e+00,-9.642081902883152367e+00,1.518673339610193018e+00,4.059676872853564156e+00,-1.084279640377736342e+01,-6.709297381167104168e-01,8.375370108957874038e+00,-9.475389865094742348e+00,-3.160535871048872902e+00,4.996617120514251553e+00,-1.007526113411431501e+00,4.772656294741588923e+00
-5.801939286037627493e-03,3.431294841150667012e-03,3.024147791658311490e-01,9.928849992538412161e-01,-1.037503224453249634e-01,-3.774549268075000352e-02,4.461531835007289531e-02,-2.338062511926429499e-02,-7.886933278402441516e-01,1.680342421639371642e+00,1.115867068175137172e-01,-7.378307712687381947e-01,1.595933885772942817e+00,-6.566451633452574654e-02,-8.396646532591772738e-01,1.579030734108495926e+00,-9.129015358476097464e-02,-9.885611701266234785e-01,1.655416679654448497e+00,-8.563342297863901775e-01,4.949912189558086095e-01,-7.851624738042441154e-02,8.201396567247328795e-01,1.741798990953230541e+00,-6.870930893015235741e-01,-2.261048764131994293e+00,6.853505478744822632e+00,-1.133600421001103165e+01,1.424961524836980242e+00,4.955792677031997329e+00,-1.240754462020281856e+01,-5.296310876191755446e-01,9.317046046014688443e+00,-1.110720824168082288e+01,-3.201386174240391735e+00,5.500971607861792734e+00,-1.468395906380034477e+00,4.772656294741588923e+00
-6.661836311942915916e-03,3.926817877298477769e-03,3.023442416433110291e-01,9.929795344444035665e-01,-1.032934068788419063e-01,-3.681209108325588647e-02,4.435071837091116020e-02,-2.570428168322240470e-02,-7.814306822679720765e-01,1.668196634308824589e+00,1.129607521583431418e-01,-7.324470398281515138e-01,1.582779589609973669e+00,-6.612446427463709864e-02,-8.299024096870376566e-01,1.567143932801813078e+00,-9.451123400627120530e-02,-9.828144672885156252e-01,1.653721232503396088e+00,-8.634598220241862521e-01,4.960548533398119742e-01,-6.255879765979691087e-02,9.071251390977838058e-01,1.951249010698664854e+00,-6.990243035425079965e-01,-2.386264363784225573e+00,7.671785665799278675e+00,-1.295557045108323635e+01,1.323129156821878150e+00,5.811670204141267781e+00,-1.390104770573569049e+01,-3.902647926035299752e-01,1.020744109826458157e+01,-1.266639437168497295e+01,-3.240774668780063816e+00,5.992434068353968968e+00,-1.922498395724815623e+00,4.772656294741588923e+00
-7.528701849623760725e-03,4.423344539300651940e-03,3.022894051509454338e-01,9.930813478380654535e-01,-1.027888928790687550e-01,-3.577715457456341619e-02,4.408940107752223891e-02,-2.814450110011011003e-02,-7.733703845420022427e-01,1.654468004204262543e+00,1.142293424705759508e-01,-7.262273114981007138e-01,1.568166961522029501e+00,-6.644629896033726890e-02,-8.192749615936835150e-01,1.553733831625820239e+00,-9.777087374615887894e-02,-9.765830732107985135e-01,1.651575359645853558e+00,-8.702712533375027704e-01,4.969984706645366734e-01,-4.711418707137583761e-02,9.937080549450212352e-01,2.155959715818561051e+00,-7.102885225186177376e-01,-2.494174469991182974e+00,8.448809786140449418e+00,-1.450168975804078642e+01,1.214051467643735061e+00,6.627786455960364975e+00,-1.532420847015286292e+01,-2.534045787968219887e-01,1.104745508844376012e+01,-1.415380798030052389e+01,-3.278504810995291674e+00,6.470354087080178118e+00,-2.369247319360444859e+00,4.772656294741588923e+00
-8.397385109100754738e-03,4.919774328304142574e-03,3.022362594462028040e-01,9.931849956682808900e-01,-1.022629060609366036e-01,-3.470317206038552038e-02,4.383551382516446410e-02,-3.056361265150857320e-02,-7.650928970320886036e-01,1.640221292980600598e+00,1.152991889651761442e-01,-7.197527810106925106e-01,1.553122611602584691e+00,-6.663874483250091518e-02,-8.085151334445911386e-01,1.539825555658086653e+00,-1.009120558410437629e-01,-9.701918562494634690e-01,1.649267843310303849e+00,-8.670952656164864214e-01,4.958611073424454840e-01,-5.917722241391774191e-02,9.852270882061886503e-01,2.113456880818091577e+00,-6.828143367276824360e-01,-2.344048632805744159e+00,8.106165233686837723e+00,-1.399173268928324987e+01,9.256415215566635712e-01,6.321274518856083269e+00,-1.476449136873696233e+01,-1.314871655304679088e-01,1.047220120974092872e+01,-1.366274395516681395e+01,-3.003859378774483613e+00,6.312079835589861077e+00,-2.245785351739160607e+00,4.772656294741588923e+00
