0.0,0.0,0.03909127
-0.18270807,0.0007871578,-0.022606937
-0.20385551,-0.0012544993,-0.47506407
-0.22475164,-0.00936209,-0.8276059
-0.23181762,-0.0123828715,-1.1166965
-0.22891441,-0.011366787,-1.3227342
-0.22500183,-0.008199331,-1.3728039
-0.22363786,-0.00413819,-1.4002337
-0.22651222,-0.00198944,-1.4881171
-0.22194502,0.0023799133,-1.4795445
-0.21320575,0.008516466,-1.4010696
-0.20349643,0.013176092,-1.397835
-0.20334248,0.0059013213,-1.2225556
-0.21331036,-0.014198314,-1.0710456
-0.23814955,-0.036787316,-1.1469301
-0.26179767,-0.011776679,-1.422496
-0.27192307,0.010047612,-1.4978099
-0.27305248,0.031243566,-1.5122752
-0.26591903,0.050287098,-1.5872822
-0.25705677,0.064136766,-1.5815547
-0.25819543,0.07379179,-1.6593232
-0.26252097,0.08033616,-1.6739357
-0.27419254,0.0857394,-1.851554
-0.3072881,0.14587155,-1.851996
-0.3458014,0.16564812,-1.775441
-0.3851581,0.1957385,-1.725934
-0.42767623,0.2292421,-1.7033868
-0.4706056,0.2616206,-1.6584065
-0.51802397,0.29644036,-1.7014136
-0.5671821,0.3286615,-1.8042129
-0.61607414,0.3591997,-1.8519282
-0.66673493,0.38339987,-1.7721751
-0.7114621,0.40468058,-1.7681165
-0.74759334,0.42202333,-1.7392449
-0.77011454,0.42784983,-1.7704344
-0.76733816,0.41337755,-1.7575016
-0.7628374,0.39599344,-1.8457731
-0.7330304,0.39686787,-1.8879473
-0.7206404,0.39679107,-1.8081052
-0.71156925,0.39737296,-1.7182109
-0.70181113,0.40005696,-1.8176113
-0.69616055,0.41031897,-1.6476837
-0.6923544,0.42019776,-1.7954501
-0.6918175,0.43234715,-1.755644
-0.6911543,0.44533268,-1.7704048
-0.6909579,0.45413205,-1.8460683
-0.6894579,0.45315328,-1.9316558
-0.68764025,0.44208944,-1.7772279
-0.6851904,0.40585133,-1.8430537
-0.67668974,0.42236164,-1.6782272
-0.6887382,0.42889604,-1.7545167
-0.7065612,0.43194345,-1.8011655
-0.7259841,0.43449074,-1.8127594
-0.7471353,0.4390167,-1.8878577
-0.7713388,0.44213983,-1.8791244
-0.79444706,0.44241607,-1.8567481
-0.8138204,0.44490284,-1.7570108
-0.8349534,0.4451427,-1.8396678
-0.8576503,0.44323987,-1.8086891
-0.87801415,0.43893707,-1.770274
-0.8880226,0.42901686,-1.7875533
-0.88584745,0.41375726,-1.8527336
-0.8848768,0.39732632,-1.834114
-0.84429705,0.37920576,-1.7020767
-0.8202558,0.37082234,-1.711918
-0.7943445,0.3660599,-1.8580008
-0.7683226,0.36309144,-1.7913456
-0.7480229,0.36556494,-1.8695117
-0.7354786,0.3736748,-1.6993921
-0.7267569,0.38429114,-1.8273385
-0.7219811,0.39523685,-1.8536389
-0.71822333,0.40384647,-1.675088
-0.7171137,0.41362298,-1.8128765
-0.7146524,0.4157119,-1.7623866
-0.7096571,0.40602157,-1.7347647
-0.70952904,0.39467528,-1.9201773
-0.6914646,0.38656604,-1.7101085
-0.701121,0.3933021,-1.7744596
-0.7166278,0.39756286,-1.8560942
-0.73386955,0.3998328,-1.7304218
