-0.00011685863,-0.01844635
-0.1994483,0.22147694
-0.21255562,-0.035452213
-0.21884006,-0.03258082
-0.2744755,0.05806822
-0.26553434,0.2052637
-0.17638148,-0.098554485
-0.17504838,0.004408253
-0.18277125,0.041252617
-0.16483942,-0.043779623
-0.11231765,0.014875477
-0.16935286,0.016391268
-0.044748876,0.07408564
-0.16490737,-0.045424562
-0.27127773,-0.1535686
-0.25195685,-0.11424394
-0.23528077,-0.016690562
-0.2368982,-0.0042403587
-0.22607943,0.010270065
-0.20244892,0.04088217
-0.19019648,-0.014007004
-0.272757,0.02166826
-0.31205797,0.011399476
-0.30943853,0.13525507
-0.27278128,0.1522859
-0.3554113,0.19418524
-0.39207584,0.21042939
-0.4329491,0.2544127
-0.47641525,0.2847185
-0.52417946,0.29675695
-0.57205,0.31604895
-0.6261784,0.32007226
-0.67004144,0.35223997
-0.7346341,0.38453797
-0.77340806,0.36652303
-0.7682474,0.37307757
-0.7689036,0.39547387
-0.70751053,0.41210806
-0.7235139,0.377375
-0.7232908,0.39695174
-0.68109816,0.37933773
-0.6852342,0.37598687
-0.6873232,0.39243883
-0.67574924,0.4074083
-0.683559,0.44342044
-0.66646355,0.442164
-0.6712584,0.43700585
-0.68469244,0.4471948
-0.6769744,0.4260832
-0.621914,0.42947754
-0.66946524,0.42277595
-0.69875234,0.4060079
-0.69708025,0.39299136
-0.73803675,0.39942753
-0.7439872,0.4131678
-0.78765416,0.41492307
-0.8084196,0.4096132
-0.8254699,0.4111204
-0.83771145,0.42950252
-0.8508476,0.40921646
-0.841945,0.40751934
-0.8806104,0.35995942
-0.86431813,0.38215572
-0.80480653,0.40625888
-0.7541928,0.36337855
-0.766068,0.36796743
-0.7370192,0.35078645
-0.7101807,0.34977156
-0.7064154,0.36839193
-0.68277043,0.38802642
-0.6959151,0.38911486
-0.7228356,0.3843572
-0.70404464,0.41409513
-0.6989506,0.38378805
-0.6901612,0.4086746
-0.6735534,0.39200133
-0.650748,0.3979555
-0.69736433,0.37318558
-0.6816839,0.38842204
-0.7035503,0.4024696
-0.7315098,0.39216104
-0.73970026,0.3756194
-0.7736091,0.38760746
-0.8074688,0.41785356
-0.8097464,0.40975177
-0.8587808,0.41862166
-0.8836225,0.37942225
-0.8676183,0.41343218
-0.8893133,0.3734995
-0.8788738,0.3855605
-0.85447675,0.3716329
-0.78456384,0.3873123
-0.77542937,0.345271
-0.7851884,0.32111108
-0.76800245,0.31251746
-0.72446,0.32079095
-0.69233346,0.3209635
-0.68815935,0.32278115
-0.6975553,0.3213626
-0.7014161,0.349369
-0.6791596,0.35661304
-0.66426903,0.36660624
-0.66397417,0.36456025
-0.6417865,0.35379705
-0.6473813,0.3756273
-0.68724424,0.34660423
-0.6715831,0.3376638
-0.6768404,0.36505732
-0.6978095,0.36805567
-0.7461969,0.37460852
-0.7919013,0.38018
-0.80849457,0.38502228
-0.84171,0.39556724
-0.8580775,0.39811465
-0.8850208,0.39766496
-0.8865547,0.38204122
-0.87457156,0.36051357
-0.9019085,0.38778192
-0.88157594,0.37421957
-0.85178745,0.3720945
-0.8067085,0.33619368
-0.77963185,0.3474968
-0.7414566,0.32682514
-0.6997894,0.34217405
-0.68609905,0.33817545
-0.682183,0.33760697
-0.67893094,0.3412744
-0.68229574,0.34204
-0.66215515,0.357981
-0.65135175,0.3545282
-0.66740066,0.3715518
-0.65471095,0.3496182
-0.6717092,0.37259793
-0.6959204,0.33872995
-0.70483124,0.33668503
-0.70072365,0.34788412
-0.6989598,0.38735223
-0.7375584,0.38616952
-0.77771664,0.3706745
-0.79145193,0.40050647
-0.80460715,0.38244194
-0.82988185,0.38039196
-0.83606464,0.39661703
-0.8576803,0.41365057
-0.8666247,0.39772862
-0.8762268,0.38639784
-0.8942971,0.36156738
-0.8569645,0.4190619
-0.792238,0.37409207
-0.77439076,0.34240913
-0.7476759,0.34215945
-0.7134254,0.33340198
-0.69257987,0.33880073
-0.6808958,0.36295348
-0.687273,0.3714483
-0.69754446,0.3788976
-0.67704064,0.36407125
-0.6595722,0.36414808
-0.69102395,0.40292764
-0.6653615,0.3803892
-0.6388633,0.41218925
-0.70271516,0.3531838
-0.6776675,0.3768649
-0.7039981,0.39099705
-0.6968668,0.36966
-0.72838295,0.39077657
-0.76028395,0.3904473
-0.77858615,0.39792207
-0.80291617,0.38116294
-0.82822496,0.41532388
-0.8558833,0.40035895
-0.8728508,0.4300382
-0.8844489,0.39713496
-0.8959329,0.3788369
-0.9163936,0.3667872
-0.82997066,0.39693147
-0.79384613,0.36969897
-0.7854234,0.34886158
-0.759115,0.3570097
-0.7433612,0.33507565
-0.7018056,0.36423528
-0.70002574,0.3725245
-0.69007593,0.3704814
-0.7077138,0.3804425
-0.67854226,0.38434553
-0.67866635,0.37113783
-0.67382824,0.38982612
-0.6769359,0.3737085
-0.6646328,0.38673455
-0.6814244,0.3738236
-0.69411033,0.36024654
-0.67692626,0.36298192
-0.70131963,0.35601544
-0.73948336,0.37207943
-0.7641574,0.37848935
-0.78368294,0.4041127
-0.8258745,0.39302588
-0.8294575,0.3947792
-0.8581609,0.40524256
-0.8879741,0.3932057
-0.8737964,0.3854948
-0.88815993,0.37086654
-0.896539,0.38714403
-0.826949,0.4037907
-0.82310367,0.36441767
-0.8167173,0.36035234
-0.77883434,0.33732322
-0.7490236,0.33836794
-0.70963705,0.35638943
-0.69842327,0.33227742
-0.6975981,0.35768348
-0.68666536,0.34867263
-0.7039119,0.37223262
-0.6875151,0.39854932
-0.6606477,0.3913993
-0.6684071,0.38428426
-0.62522596,0.38758576
-0.63814944,0.3949185
-0.6771221,0.36541137
-0.7143052,0.33145338
-0.7010991,0.36991948
-0.7453677,0.37505484
-0.7615381,0.36797833
-0.80228204,0.37397093
-0.7975384,0.37502515
-0.83349377,0.37729663
-0.8416142,0.40312457
-0.8860411,0.4028734
-0.9024965,0.39679012
-0.8732304,0.35539192
-0.8930149,0.38733718
-0.85285205,0.38958102
-0.82091624,0.3845535
-0.79549,0.33054405
-0.7793914,0.335941
-0.7681714,0.33700702
-0.71009386,0.31879273
-0.7102542,0.33794537
-0.70927805,0.3496889
-0.7085152,0.37908816
-0.68838525,0.35814315
-0.688953,0.412817
-0.65461415,0.4071483
-0.6512857,0.42974633
-0.6592801,0.4253265
-0.6552862,0.41560632
-0.6623261,0.36760068
-0.6966462,0.35190606
-0.69429255,0.38012215
-0.7053426,0.38984334
-0.73978835,0.3865945
-0.7722749,0.3970367
-0.7952759,0.38580862
-0.8050648,0.42060483
-0.84608763,0.41166013
-0.8596765,0.42335218
-0.85651404,0.4188051
-0.85622025,0.37886924
-0.8844645,0.37181193
-0.8356752,0.39636314
-0.80913633,0.39061534
-0.7987724,0.33949202
-0.7605117,0.3447162
-0.7615059,0.3455147
-0.7001791,0.34533915
-0.70086247,0.35870612
-0.69877887,0.34000596
-0.7019475,0.36485147
-0.6837353,0.37798634
-0.6987716,0.37125394
-0.66787386,0.38165736
-0.6792858,0.3900664
-0.6468745,0.3613121
-0.65850794,0.39271075
-0.6882359,0.37302163
