0.0,0.0,0.04814902
-0.18314046,0.0045089265,-0.026865242
-0.21194357,0.039209947,-0.64267063
-0.24831435,0.06747766,-1.2625029
-0.2589338,0.08594783,-1.6482376
-0.25734186,0.101030886,-1.8681483
-0.25212848,0.095715664,-1.9206015
-0.25014532,0.083363965,-1.8981723
-0.24779311,0.069263704,-1.8920307
-0.24530847,0.061420392,-1.8325561
-0.24070638,0.057191517,-1.7105336
-0.23895122,0.058291826,-1.7183367
-0.23933831,0.059911285,-1.6126115
-0.23384416,0.05290224,-1.4998
-0.22532013,0.08514876,-1.850373
-0.22792153,0.093033545,-1.9127438
-0.22881721,0.100600705,-1.8586459
-0.22714655,0.10694641,-1.7512928
-0.23140839,0.11189126,-1.7350245
-0.24333568,0.11361955,-1.6739032
-0.25970417,0.11442336,-1.7414722
-0.27409187,0.11780373,-1.77548
-0.2867532,0.120732576,-1.9573427
-0.29850683,0.12332398,-2.1123366
-0.30935448,0.17679848,-1.8904978
-0.32818007,0.20537953,-1.7708198
-0.35494557,0.2361483,-1.6913943
-0.3955987,0.2704252,-1.6233916
-0.44474265,0.30626014,-1.6717138
-0.4944179,0.33702222,-1.8086765
-0.5409747,0.36572343,-1.8549628
-0.58286846,0.39001343,-1.7640198
-0.6174297,0.4050787,-1.7467892
-0.64197737,0.40190578,-1.6794045
-0.6384396,0.40004095,-1.7218405
-0.63532835,0.39118803,-1.6568081
-0.63438493,0.38539174,-1.7721506
-0.63444084,0.38374913,-1.8436035
-0.6336872,0.38652432,-1.8198521
-0.6414754,0.3930453,-1.7716786
-0.6510522,0.39900205,-1.9069785
-0.6646625,0.40536642,-1.7558621
-0.67087674,0.4047283,-1.8919008
-0.6689739,0.4023293,-1.835088
-0.6473768,0.3722058,-1.606393
-0.63794065,0.3665806,-1.6043981
-0.6362055,0.36374265,-1.7515911
-0.64484257,0.36826932,-1.6756982
-0.65838605,0.37546802,-1.8543841
-0.68035704,0.38521767,-1.7513663
-0.7037352,0.3949199,-1.7573041
-0.7275466,0.40174192,-1.7815651
-0.7503379,0.40520507,-1.8091652
-0.7757992,0.40811598,-1.8831749
-0.80101985,0.40897667,-1.8662478
-0.81722957,0.40608636,-1.8177483
-0.8171258,0.3911372,-1.7468672
-0.81223315,0.37453675,-1.850352
-0.77596956,0.37159863,-1.8401835
-0.7524499,0.3677978,-1.8163097
-0.7290036,0.36569095,-1.8345144
-0.7105884,0.3674167,-1.8770001
-0.6960461,0.3705729,-1.8491951
-0.6866275,0.3795351,-1.7105182
-0.68228567,0.38855612,-1.7628256
-0.67965853,0.39565998,-1.9170756
-0.6735678,0.39802006,-1.8336515
-0.66899496,0.39302438,-1.9168323
-0.6727217,0.3840744,-1.7701735
-0.66302407,0.37768573,-1.7629596
-0.6782844,0.38514078,-1.8275067
-0.6931296,0.39517182,-1.7011044
-0.7092061,0.40636173,-1.8332757
-0.72896004,0.41394645,-1.7642
-0.74715936,0.42116037,-1.7355882
-0.76970786,0.42794326,-1.9025087
-0.7922021,0.43547237,-1.8411815
-0.81317765,0.43981594,-1.8266144
-0.8346792,0.44064924,-1.8302577
-0.84557056,0.43256184,-1.6693044
-0.8464062,0.42078176,-1.7198135
-0.8420272,0.3942187,-1.8336931
-0.8056395,0.39003667,-1.9338596
-0.781118,0.38153353,-1.8827381
-0.75728375,0.3768731,-1.7530148
-0.740342,0.37727088,-1.6910906
-0.72943175,0.38144514,-1.7285441
-0.7248818,0.38903967,-1.7791846
-0.7212283,0.39669248,-1.9029566
-0.7202883,0.4007522,-1.8196276
-0.71707565,0.40063497,-1.8568609
-0.71182764,0.39183483,-1.9224964
-0.7102919,0.3805042,-1.8258717
-0.6927331,0.37659532,-1.7569767
